study,rows,cols,steps,mode,mpi_procs,omp_threads,time
mpi,5000,5000,50,static,1,6,18.716407
mpi,5000,10000,50,static,2,6,18.852589
mpi,5000,15000,50,static,3,6,18.704367
mpi,5000,20000,50,static,4,6,18.784095
mpi,10000,10000,50,static,1,6,74.804395
mpi,10000,20000,50,static,2,6,75.123717
mpi,10000,40000,50,static,4,6,74.701647
mpi,8000,8000,50,static,1,1,48.082317
mpi,8000,16000,50,static,2,1,48.307472
mpi,8000,32000,50,static,4,1,48.510383
