10000,10000,10000,20.255992,98.736215,float,spread,1
10000,10000,10000,10.755125,185.957864,float,spread,2
10000,10000,10000,5.356423,373.383538,float,spread,4
10000,10000,10000,2.710797,737.790369,float,spread,8
10000,10000,10000,1.357019,1473.818594,float,spread,16
10000,10000,10000,1.098263,1821.057027,float,spread,32
10000,10000,10000,1.075807,1859.070049,float,spread,48
10000,10000,10000,1.066864,1874.653107,float,spread,64
10000,10000,10000,20.491350,97.602160,float,close,1
10000,10000,10000,10.509919,190.296426,float,close,2
10000,10000,10000,5.375413,372.064405,float,close,4
10000,10000,10000,2.658572,752.283607,float,close,8
10000,10000,10000,1.397821,1430.798292,float,close,16
10000,10000,10000,1.083850,1845.273093,float,close,32
10000,10000,10000,1.084581,1844.030564,float,close,48
10000,10000,10000,1.069886,1869.357450,float,close,64
10000,10000,10000,42.119039,47.484464,double,spread,1
10000,10000,10000,22.356333,89.460108,double,spread,2
10000,10000,10000,11.144201,179.465534,double,spread,4
10000,10000,10000,5.559674,359.733301,double,spread,8
10000,10000,10000,2.837091,704.947524,double,spread,16
10000,10000,10000,2.566757,779.193402,double,spread,32
10000,10000,10000,2.671449,748.657359,double,spread,48
10000,10000,10000,2.625357,761.801076,double,spread,64
10000,10000,10000,42.041146,47.572443,double,close,1
10000,10000,10000,21.971737,91.026031,double,close,2
10000,10000,10000,10.770622,185.690297,double,close,4
10000,10000,10000,5.452630,366.795484,double,close,8
10000,10000,10000,3.036181,658.722210,double,close,16
10000,10000,10000,2.430929,822.730763,double,close,32
10000,10000,10000,2.266649,882.359708,double,close,48
10000,10000,10000,2.409748,829.962328,double,close,64
