mpi,8000,8000,50,static,1,1,48.101082
mpi,8000,16000,50,static,2,1,48.214470
mpi,8000,32000,50,static,4,1,48.675983
mpi,8000,64000,50,static,8,1,48.352643
mpi,20000,20000,50,static,1,3,300.827955
mpi,8000,96000,50,static,12,1,49.098377
mpi,20000,20000,50,static,2,3,149.767414
mpi,20000,20000,50,static,4,3,30.783124
mpi,20000,20000,50,static,8,3,15.546476
